,title,view,u_date,link,e_date
26,TMF Fee Dividend Ratio Management Company Stability History is perfectly organized,3400,2주 전,https://youtube.com/watch?v=RpI1i2AmjMk&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
27,An Analysis of Bank of Korea Governor Lee Chang Yong s Economic Outlook,20000,3주 전,https://youtube.com/shorts/ldIRdh6XEhk,20230527
28,First Republic stock price collapse The banking crisis will eventually act as a coin  such as Bitcoin Ripple  The upside will continue,740000,1개월 전,https://youtube.com/watch?v=tUrhaUOFc2o&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
29,Let s dissect the lowest interest rate mortgage Kakao Bank products,13000,3주 전,https://youtube.com/watch?v=9axgmnSQjlE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
30,If you do this in May  it s a tax bomb,2100,2주 전,https://youtube.com/watch?v=uOkO6P3QQ5Y&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
31,As a result of concentrating on inclusive finance  such as increasing the size of low end loans in the cacao bank  the delinquency rate of loans increased,170000,2주 전,https://youtube.com/watch?v=5Sjf0L01m8U&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
32,Will the US bank be turned off or burned again,26000,2주 전,https://youtube.com/watch?v=K_7yu6RkYQc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
33,0503 BTC New bull market starts Half of US banks go bankrupt FOMC outlook for institutions News Bitcoin Etherium Ripple Dodge Upbit NFT,150000,3주 전,https://youtube.com/watch?v=L2dblLwUYZc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
34,0578 Comparison of the results of the three major Internet banks in Korea 20162022 Kakao Bank K Bank Toss Bank,290000,3주 전,https://youtube.com/watch?v=6cCINhFkCxo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
35,Shorts micropayments when you need cash or cash Credit card cash Mobilians card cash Toss deferred payment Cash information Fee Cash Resuscitation Bank,20000,13일 전,https://youtube.com/shorts/KlJBtItWHGI,20230527
36,Ripple s inevitable plunge could cost banks 500 billion won in XRP dumping,5800,3주 전,https://youtube.com/watch?v=Eb0C1i5Ok68&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
37,High interest rate aftermath household loan delinquency rate Emergency illegal money laundering common people youth hot issue PLAY MBC News May 23  2023,28000,스트리밍 시간: 3일 전,https://youtube.com/watch?v=xhGue_JgYGo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
38,Don t forget to pay at the ATM at the convenience store  it s 0 won,700000,202305,https://youtube.com/watch?v=So8XCU5GcCs&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
39,Announcers who tongued the amount of the excuse fee increase of the Japanese banks seen in the recent bankruptcy of the Japanese bank fee,7500,202305,https://youtube.com/watch?v=4TexwJdsVQI&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
40,Korea Economic TV News lowered brokerage fees for public loans launched by the chairman of the Korea Savings Bank,1100,202305,https://youtube.com/watch?v=SnY2vGDGjUw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
41,65 years old Benefits 68 bank fees Free Industrial Bank of Korea 65 years old or older Benefits shorts,2300,202305,https://youtube.com/shorts/QCwyMYv--C0,202305
42,Daily Economy TV News Financial Underprivileged Group Expands customer service for the elderly in the banking industry,550000,202305,https://youtube.com/watch?v=PCoRLCRd4Ks&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
43,Since June  people like this have been unable to make bank ATM cash withdrawals,140000,202305,https://youtube.com/watch?v=DUef-LQ-Flk&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
44,Turn off the lights  get rid of the paper  and take a vacation,270000,202305,https://youtube.com/watch?v=0N8y3mwkX48&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
45,World s First Online One stop Loan Transfer 31st First Fee Disclosure Money Today Broadcast News,640000,202305,https://youtube.com/watch?v=206FoB5-7nE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
46,If you have this card  you should cancel it immediately  Shinhan KB Kookmin Samsung Hyundai Lotte HanaBC Card,600000,202305,https://youtube.com/watch?v=K53BPm4CJOs&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
47,Essential Knowledge of Hana Bank s US Real Estate Tour 3 shorts,120000,202305,https://youtube.com/shorts/khubZhXMLG4,202305
48,The banking crisis is finally resolved  but it is news that JP Morgan s Republic Bank news and coins are included in the public disclosure of public property,800000,3주 전,https://youtube.com/watch?v=RoGtyEaz_54&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
49,Bitcoin Futures Cellular Market Price Fee 0022 or Specified Value 0011 Cellular Bitcoin Etherium Ripple Dodge Upbit NFT BITGET,110000,3주 전,https://youtube.com/watch?v=pmEk3d_VPZQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
50,Local banks and Walt Disney pulled down the stock market alphabet Nasdaq Ahn Seok hoon s New York Stock Exchange Briefing 230512,1600,스트리밍 시간: 2주 전,https://youtube.com/watch?v=oQjPzu44POY&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
51,European Infineon also drops 7 trillion semiconductor factories US banks go bankrupt in three months,3000,3주 전,https://youtube.com/watch?v=QVdIxC3qxbw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
52,Bitcoin volatility announcement tonight at 9 o clock index and bank banking crisis and coin market connection,170000,3주 전,https://youtube.com/shorts/hi2xLY1EJDE,20230527
53,Ripple BTC I Big Breaking I International Settlement Bank BIS I Federal Fednow Blame I XRP Preparation I Bitcoin   100 000 Reach I The market is growing,9700,13일 전,https://youtube.com/watch?v=z1DrHNA45Xo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
54,Bank Loan 20 Words Apply for a Loan Roll Over a Loan Borrowing Cost Interest Rate Origination Fee,620000,4일 전,https://youtube.com/shorts/kSYvPLOcYCE,20230527
55,Gundam Card Shinhan Bank Collaboration Gundam Base 20th Anniversary Zelfra Zelfra Cafe,270000,2주 전,https://youtube.com/shorts/wNXixhTqz04,20230527
56,0525 The US interest rate hike risk  which has been shaken by the severe research banking crisis  is shrinking  Concerns about economic downturn are widening,80000,1일 전,https://youtube.com/watch?v=7d75CvzwTkQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
57,Don t forget to pay at the ATM at the convenience store  it s 0 won,700000,3일 전,https://youtube.com/watch?v=So8XCU5GcCs&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
58,Announcers who tongued the amount of the excuse fee increase of the Japanese banks seen in the recent bankruptcy of the Japanese bank fee,7500,3주 전,https://youtube.com/watch?v=4TexwJdsVQI&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
59,Korea Economic TV News lowered brokerage fees for public loans launched by the chairman of the Korea Savings Bank,1100,2주 전,https://youtube.com/watch?v=SnY2vGDGjUw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
60,65 years old Benefits 68 bank fees Free Industrial Bank of Korea 65 years old or older Benefits shorts,2300,8일 전,https://youtube.com/shorts/QCwyMYv--C0,20230527
61,Daily Economy TV News Financial Underprivileged Group Expands customer service for the elderly in the banking industry,550000,2주 전,https://youtube.com/watch?v=PCoRLCRd4Ks&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
62,Since June  people like this have been unable to make bank ATM cash withdrawals,140000,4일 전,https://youtube.com/watch?v=DUef-LQ-Flk&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
63,Turn off the lights  get rid of the paper  and take a vacation,270000,8일 전,https://youtube.com/watch?v=0N8y3mwkX48&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
64,World s First Online One stop Loan Transfer 31st First Fee Disclosure Money Today Broadcast News,630000,2주 전,https://youtube.com/watch?v=206FoB5-7nE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
65,If you have this card  you should cancel it immediately  Shinhan KB Kookmin Samsung Hyundai Lotte HanaBC Card,600000,3주 전,https://youtube.com/watch?v=K53BPm4CJOs&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
66,22 year old consumer complaint bank,14000,3주 전,https://youtube.com/watch?v=_XuWgmvUx9s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
67,Travel Wallet Japan ATM usage Shorts withdrawal from abroad without withdrawal fees,740000,2주 전,https://youtube.com/shorts/0VWpG7KPtFk,20230527
68,How to withdraw Japanese Seven ATMs without a fee with a Travelog card,1400,13일 전,https://youtube.com/shorts/1V4X-Nl1VHA,20230527
69,Customers with full credit,3680000,3주 전,https://youtube.com/watch?v=zkIG6TD61pY&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
70,Mustang Rolex shopping for 500 million full time investors  bank accounts with Coin Danta,630000,13일 전,https://youtube.com/watch?v=73Yh5tZT8zc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
71,The time has come for the U S  Coin Company Declaration to set the direction of Ethereum,17000,2주 전,https://youtube.com/watch?v=HXoji2puzd0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
72,How to Receive 100 Refunds of Comprehensive Income Taxes Without a Third Way,75000,3주 전,https://youtube.com/watch?v=jYK-btjSrdY&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
73,If you do not know  you will only lose money  Bank financial benefits over 65 years old All 12 elderly people apply now 2023 Latest version 8 minutes Arrangement Insurance Pension benefits etc,22000,2주 전,https://youtube.com/watch?v=DvkKea1sAME&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
74,How much would you get if you exchanged 100 000 won for 50 000 won at Shinhan Bank in Vietnam,2400,2주 전,https://youtube.com/shorts/AvwRWA0WC1U,20230527
75,My Child s Rich Making Project Shinhan My Junior Passbook SLite If you trade domestic stocks,160000,3주 전,https://youtube.com/watch?v=Xl4AcHeVd_Q&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
76,Google YouTube and other profits What kind of bank should you get the most benefits Focus Shorts,690000,12일 전,https://youtube.com/shorts/3BIY24gWNoQ,20230527
77,Essential Knowledge of Hana Bank s US Real Estate Tour 3 shorts,120000,2주 전,https://youtube.com/shorts/khubZhXMLG4,20230527
78,I don t have  50 million  so I took it to a bank account,60000,13일 전,https://youtube.com/shorts/WqKb9eGs9HI,20230527
79,Even if you only get paid for the salary club  you can get a lot of prizes,90000,10일 전,https://youtube.com/watch?v=l_1oVfv-FxM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
80,Tesla 550 Ahn Seok hoon s New York Stock Exchange Briefing 230506,1700,2주 전,https://youtube.com/watch?v=0BdIOqaMZyQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
81,On an empty stomach  a dangerous video tells the story of Sundae soup with a special fan base,8.9천,조회수 91만회,https://youtube.com/watch?v=tcgVXe0EM3M&pp=ygUG6rWt67Cl,20230527
82,The Last Story of a Woman Who Eats Rice at a Police Station,11만,조회수 5.9만회,https://youtube.com/shorts/IDFNIPFxKnQ,20230527
83,The reason why the rice soup was kept away from the rice soup The paper moon Kim Seo hyung Ishiu,11만,9일 전,https://youtube.com/shorts/oQbrjdBNpCQ,20230527
84,The 9th favorite Korean food,1.3천,9일 전,https://youtube.com/shorts/VLumEoNwu5E,20230527
85,Domestic sow soup cold ginseng mugwort muggogan day,1.4만,4일 전,https://youtube.com/watch?v=Dom8v0HLf_I&pp=ygUG6rWt67Cl,20230527
86,Yeosu Restaurant My Country I am Chosun s rice soup Yeosu Travel Pro rice cooker Yeosu food Yeosu food,37만,2주 전,https://youtube.com/shorts/qaf3UkrFqA0,20230527
87,Gapyeong Google rating 42 points Pork rice soup Camping schema Gapyeong Gapyeong Pork rice soup shorts,766,7일 전,https://youtube.com/shorts/BsOKuKFdCug,20230527
88,Paik Jong won s Rice Cooking Street,9만,9시간 전,https://youtube.com/watch?v=gNjyKRvzyCs&pp=ygUG6rWt67Cl,20230527
89,At 5 000 won  the rice soup is famous for its infinite refilled rice bombs  Seonji haejangguk Korean street food,34만,1개월 전,https://youtube.com/watch?v=PuVGuLbF__w&pp=ygUG6rWt67Cl,20230527
90,KBS 20230524,28만,조회수 5.4만회,https://youtube.com/watch?v=b5qjG8fayDk&pp=ygUG6rWt67Cl,20230527
91,On an empty stomach  a dangerous video tells the story of Sundae soup with a special fan base,2.2천,조회수 12만회,https://youtube.com/watch?v=tcgVXe0EM3M&pp=ygUG6rWt67Cl,20230527
92,Baek Jong won also gave up budget market Kookbap street shocking recent situation Why young people do not go to market,14만,조회수 92만회,https://youtube.com/watch?v=d75b3-isnUo&pp=ygUG6rWt67Cl,20230527
93,This is the first time I have ever lived in a rice house that sells nonsense,242만,2일 전,https://youtube.com/watch?v=3fmBeMM-OE0&pp=ygUG6rWt67Cl,20230527
94,the end board of the rice in soup egg,22만,3주 전,https://youtube.com/shorts/Kq__BIapQK8,20230527
95,SUB Sundae rice aid Chungbuk aid Sundae rice     Dippleseki,10만,2주 전,https://youtube.com/watch?v=_Jnn93BOKn0&pp=ygUG6rWt67Cl,20230527
96,Even if Baek Jong won helped  the merchants who refused are now shorts,12만,조회수 14만회,https://youtube.com/shorts/yOsvb1JVNR4,20230527
97,Pork Shorts,92만,조회수 17만회,https://youtube.com/shorts/0UHspitp43c,20230527
98,Jeonju southern market point of view Pishundae soup steamed Jeonju native eat delicious honey tips public shorts Pishundae sundae soup rice,16만,4주 전,https://youtube.com/shorts/zlDlpXLxwQo,20230527
99,SUB Sundae rice aid Chungbuk aid Sundae rice     Dippleseki,2.1천,3주 전,https://youtube.com/watch?v=_Jnn93BOKn0&pp=ygUG6rWt67Cl,20230527
100,Watching the Sundae Korean Rice Series Thriller Toon,1.9천,2주 전,https://youtube.com/watch?v=uycDBE0uOMY&pp=ygUG6rWt67Cl,20230527
101,Don t forget to pay at the ATM at the convenience store  it s 0 won,700000,3일 전,https://youtube.com/watch?v=So8XCU5GcCs&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
102,Announcers who tongued the amount of the excuse fee increase of the Japanese banks seen in the recent bankruptcy of the Japanese bank fee,7500,3주 전,https://youtube.com/watch?v=4TexwJdsVQI&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
103,Korea Economic TV News lowered brokerage fees for public loans launched by the chairman of the Korea Savings Bank,1100,2주 전,https://youtube.com/watch?v=SnY2vGDGjUw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
104,65 years old Benefits 68 bank fees Free Industrial Bank of Korea 65 years old or older Benefits shorts,2300,8일 전,https://youtube.com/shorts/QCwyMYv--C0,20230527
105,Daily Economy TV News Financial Underprivileged Group Expands customer service for the elderly in the banking industry,550000,2주 전,https://youtube.com/watch?v=PCoRLCRd4Ks&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
106,Since June  people like this have been unable to make bank ATM cash withdrawals,140000,4일 전,https://youtube.com/watch?v=DUef-LQ-Flk&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
107,Turn off the lights  get rid of the paper  and take a vacation,270000,8일 전,https://youtube.com/watch?v=0N8y3mwkX48&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
108,22 year old consumer complaint bank,14000,3주 전,https://youtube.com/watch?v=_XuWgmvUx9s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
109,World s First Online One stop Loan Transfer 31st First Fee Disclosure Money Today Broadcast News,630000,2주 전,https://youtube.com/watch?v=206FoB5-7nE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
110,If you have this card  you should cancel it immediately  Shinhan KB Kookmin Samsung Hyundai Lotte HanaBC Card,600000,3주 전,https://youtube.com/watch?v=K53BPm4CJOs&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
111,If you do not know  you will only lose money  Bank financial benefits over 65 years old All 12 elderly people apply now 2023 Latest version 8 minutes Arrangement Insurance Pension benefits etc,22000,2주 전,https://youtube.com/watch?v=DvkKea1sAME&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
112,My Child s Rich Making Project Shinhan My Junior Passbook SLite If you trade domestic stocks,160000,3주 전,https://youtube.com/watch?v=Xl4AcHeVd_Q&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
113,186 Coin Fee Imports Like Kim Nam guk Exchange A,36000,11일 전,https://youtube.com/watch?v=rqkQbusvW68&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
114,How much would you get if you exchanged 100 000 won for 50 000 won at Shinhan Bank in Vietnam,2400,2주 전,https://youtube.com/shorts/AvwRWA0WC1U,20230527
115,Google YouTube and other profits What kind of bank should you get the most benefits Focus Shorts,690000,12일 전,https://youtube.com/shorts/3BIY24gWNoQ,20230527
116,I ve been paying such a huge fee,140000,2주 전,https://youtube.com/watch?v=6ytyFCR4P1w&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
117,Essential Knowledge of Hana Bank s US Real Estate Tour 3 shorts,120000,2주 전,https://youtube.com/shorts/khubZhXMLG4,20230527
118,I don t have  50 million  so I took it to a bank account,60000,13일 전,https://youtube.com/shorts/WqKb9eGs9HI,20230527
119,I made a foreign currency account  but it is a confusing commission  Exchange commission withdrawal fee Won commission transfer fee,60000,4주 전,https://youtube.com/watch?v=zRc2euFbwTM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
120,Even if you only get paid for the salary club  you can get a lot of prizes,90000,10일 전,https://youtube.com/watch?v=l_1oVfv-FxM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
121,Korean food sundae Korean street food,600,2주 전,https://youtube.com/watch?v=HaRBWkPMo-4&pp=ygUG6rWt67Cl,20230527
122,Baek Jong won s Nimah The market is Gao EP25 Yanggu If you spread it like this  what is left  I can not eat a bowl of it,69만,6일 전,https://youtube.com/watch?v=iPLW-aOdq6I&pp=ygUG6rWt67Cl,20230527
123,The 95 year old Haejangguk enthusiast s one pick Korean rice soup,272만,2년 전,https://youtube.com/watch?v=VJBOknPfBqM&pp=ygUG6rWt67Cl,20230527
124,Watching the Sundae Korean Rice Series Thriller Toon,142만,1년 전,https://youtube.com/watch?v=uycDBE0uOMY&pp=ygUG6rWt67Cl,20230527
125,SUB Sundae rice aid Chungbuk aid Sundae rice     Dippleseki,2.4만,1년 전,https://youtube.com/watch?v=_Jnn93BOKn0&pp=ygUG6rWt67Cl,20230527
126,I m going to eat Sung Si Kyung,5.3천,10일 전,https://youtube.com/watch?v=DpGJEDKsf1o&pp=ygUG6rWt67Cl,20230527
127,2TV live information annual sales of 1 billion  clean and clean 20 years old traditional Korean rice KBS 20201214 broadcast,51만,1일 전,https://youtube.com/watch?v=e6NNxaWJRtA&pp=ygUG6rWt67Cl,20230527
128,When the middle plate and the pin tech company are united  you make money because the end of the trade remittance comes out,350000,1개월 전,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
129,97 people do not know every month  and they pay half of the money,460000,2주 전,https://youtube.com/watch?v=whXWiowb4Ew&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
130,4 Responses to Apple  What Do You Think,3500,4주 전,https://youtube.com/shorts/DWNnz-XVxws,20230527
131,I made a foreign currency account  but it is a confusing commission  Exchange commission withdrawal fee Won commission transfer fee,60000,4주 전,https://youtube.com/watch?v=zRc2euFbwTM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
132,Didn t you get the general income tax notice  Check it out like this,680000,3주 전,https://youtube.com/watch?v=rcswPs1ZDW0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
133,A new way to save money on exchange fees l Chosun Ilbo Economy Department 5 minute cutback prepaid card Yoo So yeon reporter,590000,1개월 전,https://youtube.com/watch?v=bsOkmxOAyJY&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
134,Please note that there are no more than three monthly payments,30000,2주 전,https://youtube.com/watch?v=KRenY3aIUpI&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
135,Paik Jong won s Rice Cooking Street,8.6만,9시간 전,https://youtube.com/watch?v=gNjyKRvzyCs&pp=ygUG6rWt67Cl,20230527
136,At 5 000 won  the rice soup is famous for its infinite refilled rice bombs  Seonji haejangguk Korean street food,33만,1개월 전,https://youtube.com/watch?v=PuVGuLbF__w&pp=ygUG6rWt67Cl,20230527
137,KBS 20230524,241만,2일 전,https://youtube.com/watch?v=b5qjG8fayDk&pp=ygUG6rWt67Cl,20230527
138,Baek Jong won also gave up budget market Kookbap street shocking recent situation Why young people do not go to market,28만,조회수 97만회,https://youtube.com/watch?v=d75b3-isnUo&pp=ygUG6rWt67Cl,20230527
139,Subtitles News Baek Jong won will return to KBS 20230526,5.4만,조회수 8.9천회,https://youtube.com/watch?v=tKZDrXwTHj8&pp=ygUG6rWt67Cl,20230527
140,On an empty stomach  a dangerous video tells the story of Sundae soup with a special fan base,2.2천,조회수 14만회,https://youtube.com/watch?v=tcgVXe0EM3M&pp=ygUG6rWt67Cl,20230527
141,This is the first time I have ever lived in a rice house that sells nonsense,10만,2주 전,https://youtube.com/watch?v=3fmBeMM-OE0&pp=ygUG6rWt67Cl,20230527
142,SUB Sundae rice aid Chungbuk aid Sundae rice     Dippleseki,3.9천,9시간 전,https://youtube.com/watch?v=_Jnn93BOKn0&pp=ygUG6rWt67Cl,20230527
143,Domestic sow soup cold ginseng mugwort muggogan day,22만,3주 전,https://youtube.com/watch?v=Dom8v0HLf_I&pp=ygUG6rWt67Cl,20230527
144,40 minutes pork soup Only 40 bowls of rice soup Minister Jang Hyuk s steamed restaurant Added leek to immaculate soup,8.9천,조회수 2.2천회,https://youtube.com/watch?v=MjQaAFTcb_E&pp=ygUG6rWt67Cl,20230527
