,title,view,u_date,link,e_date
36,Crypto Issue Frog Mim Coin Pepe Binance Stable Coin and FTX Facebook Meta Coin Sui Listed U S  Bankruptcy and Defi Coin Looping DYDX Interest Rate Raise,58,202305,https://youtube.com/watch?v=W-JmzChaBPE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
37,Weekly news by AI First week of May 12 foreign cryptocurrency news,373,202305,https://youtube.com/watch?v=r7D0_w2lZM4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
38,Stocks and coins will fall at this time,1만,202305,https://youtube.com/watch?v=ctVGIV0jpyk&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
39,In recognition of the fact that the loan process started with Oh Dae ri was an operation of the fraudsters after receiving the loan letter from the Pepe Savings Bank,67,202305,https://youtube.com/watch?v=Oxm2bZ5QPZU&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
40,0428 Bank shares rebound despite strong research core profit concerns 1Q earnings review It s okay to look now,439,202305,https://youtube.com/watch?v=URHQOYaKOV4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
41,Michael Sailor  a large bank manager who checks after rumors of ripple victory,5.9천,202305,https://youtube.com/watch?v=rFsNOYRVZcU&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
42,Let s take part in the Upbeat Bithumb Coinone Pizza Day event,26,202305,https://youtube.com/watch?v=6RK_q4gk3kg&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
43,You re talking to Lee Jae myung  Ko Min jung,1.2만,202305,https://youtube.com/watch?v=hlS0iz7t-es&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
44,Bitcoin is getting out of the market  It s getting out more  Why,9.3천,202305,https://youtube.com/watch?v=KxMWZenEdj0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
45,Keywords with Professor Lee Tae ho of Hanson Note Lecture Transfer of Tax Law Capital Expenditure Revenue Expenditure 2,154,202305,https://youtube.com/watch?v=5uqjkuqE8-E&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
46,Baby Dodge Coin Binance s listing pumping will be huge,1만,202305,https://youtube.com/watch?v=F1vWiksMAGw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
47,Before the second meeting of the debt limit  Yellen urged the government to raise the debt limit and warned the US default again aftermarket brief 230516,896,202305,https://youtube.com/watch?v=5U-sso8sTMo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
48,News Abduction Economy Jung Chul jin Radokyun daily 200 billion won 250 billion won would have been cashed 20230516 News Abduction MBC,8.9만,202305,https://youtube.com/watch?v=iakAjDJs-8g&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
49,Taxpayers  second game May is a tax saving strategy that saves money in the month of the year  Sohn Hee ae Financial Creator Money Class,3천,202305,https://youtube.com/watch?v=FZ5cMS5vhDU&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
50,Wave pushes ahead with plans to use cryptocurrency international payments at Russia s central bank,84,202305,https://youtube.com/watch?v=-y_a4Ovk2rs&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
51,Recent auction bid price Why is the Knowledge Industry Center only high  Here is why Jisan s future is bright,963,202305,https://youtube.com/watch?v=vXNZQuI7bRY&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
52,U S  stock market bank shares wobble to close European U S  bank stocks weaken amid falling global market center Morning show Global market center Morning show Tomato tv,5일 전,202305,https://youtube.com/watch?v=MwCjrReCZWg&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
53,Moon Jae in s Coin Policy and Kimchi Premium and China,4일 전,202305,https://youtube.com/watch?v=I3TaIn7xdtw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
54,Wemade  who visited the National Assembly 14 times in three years,4일 전,202305,https://youtube.com/watch?v=DBuCNucLhe0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
55,523 Fed governors to resume hawkish remarks Resuming debt ceiling negotiations The reason for the rise in Tron is due to Hong Kong related rumors,2주 전,202305,https://youtube.com/watch?v=lY4K8l2KObI&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
56,Choi Byung mook s Facts Kim Nam guk Cash withdrawal of 250 million won before and after the presidential election,5일 전,202305,https://youtube.com/watch?v=-iyHtBwxhvM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
57,2030 s catch up,3주 전,202305,https://youtube.com/watch?v=kotsiCwY_fk&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
58,Part 1 The suspicion of the opposition party so far is a trailer  Will the prosecution investigation bomb be linked to the general election  20230522 Political issue,13일 전,202305,https://youtube.com/watch?v=7C-9r6P_p0k&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
59,A townhouse located in downtown Dukgye dong  where Yangju New Townhouse life zone is good,스트리밍 시간: 1일 전,202305,https://youtube.com/watch?v=r_afRoM9Htk&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
60,Large land Seongnam Pangyo commuting high end single family house sale Forest tax parents  consent flat house Raum Village,1일 전,202305,https://youtube.com/watch?v=Q4Zo5k6TB_s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
61,NVIDIA alone did not change anything  but Nasdaq 100 52 week report Ahn Seok hoon s New York Stock Exchange Briefing 230526,5시간 전,202305,https://youtube.com/watch?v=Sc6W87hVZBc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
62,Local bank unrest falls for 4 days Two rises after Apple closed Ahn Seok hoon s New York stock market briefing 230505,1천,202305,https://youtube.com/watch?v=bO1-e-_BgIY&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
63,Brokerage Practice Can you get brokerage fees when you cancel the down payment,1.4천,202305,https://youtube.com/watch?v=NKova6FMaA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
64,Bitcoin Is Dangerous Why Binance Raised Fees 5 Times,4.7천,202305,https://youtube.com/watch?v=yo6z2j-L0Hs&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
65,European Infineon also drops 7 trillion semiconductor factories US banks go bankrupt in three months,3천,202305,https://youtube.com/watch?v=QVdIxC3qxbw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
66,Aim for ETFs rather than gold  which is the best shot of the year,130,202305,https://youtube.com/watch?v=5iI56LQy300&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
67,Local banks and Walt Disney pulled down the stock market alphabet Nasdaq Ahn Seok hoon s New York Stock Exchange Briefing 230512,1.6천,202305,https://youtube.com/watch?v=oQjPzu44POY&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
68,If you do this in May  it s a tax bomb,2.1천,202305,https://youtube.com/watch?v=uOkO6P3QQ5Y&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
69,Concerns over local banks and debt limits Concerns Retail indicators and retailers such as Wal Mart Pay attention to Ahn Seok hoon s weekly New York stock market briefing 230515,1.1천,202305,https://youtube.com/watch?v=nRZvevzfDeU&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
70,Tesla 550 Ahn Seok hoon s New York Stock Exchange Briefing 230506,1.7천,202305,https://youtube.com/watch?v=0BdIOqaMZyQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
71,Savings bank deposits should be subtracted  but real estate PF is not a bad thing,1.4천,202305,https://youtube.com/watch?v=oC4J54efgew&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
72,AP Satellite Nuri related stock This is the last one,1일 전,202305,https://youtube.com/watch?v=8NWfwlThH68&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
73,Dialogue use 48 pyeong multi storey new storey villa with a large terrace All the commercial areas in the middle of the middle of the middle are adjacent to each other,1일 전,202305,https://youtube.com/watch?v=sk9_teGl4lY&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
74,The results of the lawsuit have already come out  Ripple XRP 500 starts to surge Ripple prospect Ripple boom Ripple coin ripple lawsuit Ripple cisse ripple real time sec,3일 전,202305,https://youtube.com/watch?v=9uzDhOeI584&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
75,No  142 is worth 10 million won,1일 전,202305,https://youtube.com/watch?v=N8yPmZEaqkQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
76,I promise to sell the lowest price in the country  it can not be cheaper than this,3일 전,202305,https://youtube.com/watch?v=Ben7vQZfcqM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
77,Paju station area new construction Paju NO1 location located on Villa Yarosu road 10 minutes walk from opposition station Station Station is worthy of station area NO1830,3일 전,202305,https://youtube.com/watch?v=tVNQWYMiMgk&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
78,Ripple Coin sec lawsuit wins  whale power buys Ripple Pool,2일 전,202305,https://youtube.com/watch?v=-vD8-MdHxWw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
79,NO156 Inchon New Construction Yonghyun dong Director Lee will give you a special offer,2일 전,202305,https://youtube.com/watch?v=--td5aC_dto&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
80,NO155 Bucheon new construction The first generation 200 million special price Songnae dong Kindergarten new school villa,6시간 전,202305,https://youtube.com/watch?v=-lyA2pPEEeM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
81,NO170 Paju New Construction Remains 1st Generation 4 Room 300 Million Pole Pole Early Installment Installment is also good,3일 전,202305,https://youtube.com/watch?v=QHXISyJxyYE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
82,No 159 Bucheon new construction Everything is discounted to the perfect Middle East sale price discount So how much,7시간 전,202305,https://youtube.com/watch?v=hQ0soSlVe2g&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
83,ACE ETF Interview The scream of the unfinished young people of high interest rates and the upcoming economic downturn,2일 전,202305,https://youtube.com/watch?v=rmp4Xrq9x0A&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
84,The number of kingwolf pink sale is large with a big scale  and there is also a charity activity as if there is a holder 2 reward  The coin doing charity activity goes well,2일 전,202305,https://youtube.com/watch?v=9lAref45NLo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
85,the finance tech utilizing the safe finance tech essential passbook,37,202305,https://youtube.com/watch?v=9FMeA9CeozY&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
86,Local people are using this digital finance,1.4천,202305,https://youtube.com/watch?v=bjHRhYrihj4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
87,Translated by Dr  Kim Jeong min,1.1천,202305,https://youtube.com/watch?v=oXro3RqDmNY&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
88,Lee Kwang jae  secretary general of the Republic of Korea,8.2만,202305,https://youtube.com/watch?v=gDTjo2KSANE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
89,Purpose Ahn seop Yeom,1.2만,202305,https://youtube.com/watch?v=rwbq5osNPeI&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
90,Seat 1 Bike Seat Higher Seat 2 Restoration of Worked Seat Work 1998 YAMAHA YZFR1 4XV Constitutional Seat All the stories of the world,7일 전,202305,https://youtube.com/watch?v=mR0Kte2LPXo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
91,It is possible to start from 10 million won  and it is possible to build a 40 pyeong 3 room new style villa complex in Seondan dong  Full option Complete apartment type structure Pocheon new style villa,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
92,CC Korean subtitles Samsung Heavy Industries plans to secure additional manpower in Thailand Possible surplus in the second half of the shipbuilding industry GTT Korea Shipbuilding license has been revised  but mid sized shipbuilding orders are active,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
93,SONIC INU Announces IPO on May 29 Where will it be listed on the Big Exchange on May 30,1일 전,202305,https://youtube.com/watch?v=fQ1qY_75hCc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
94,Ilsan new construction villa sale 39 pyeong Poongsan station area apartment class 3 room unsold pre sale completely 120 million sale price crazy cut Now is the best opportunity to prepare my house,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
95,NO161 Incheon New Construction Seo gu Maejeon dong Loan without a credit loan Only a mortgage 0 won How to buy a good house cheaply Lee will tell you,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
96,Helio City Parkrio Acro River Park Mapo Raemian Prugio Raemian Crescent fainted,1일 전,202305,https://youtube.com/watch?v=8WyCH5A-VZo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
97,90 year old billionaire Now  the company I want to buy the most is why crypto is gone Tronbit Torrent Bitcoin Etherium Ripple Economy Dollar Interest Rate Exchange Rate Debt Limit Fed China Default Apple,3일 전,202305,https://youtube.com/watch?v=2ZexKJoUS9s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
98,Gyeongbuk land rural land sale 21 million won rural land sale village sale sunshine OK view landscape OK waterworks completion nutrition army land sale rural land sale parking possibility construction possibility retractable electricity possible semi change water flow OK,2일 전,202305,https://youtube.com/watch?v=FxaX0CnLw2U&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
99,This is my home  my home  No  2123,3일 전,202305,https://youtube.com/watch?v=OwwrIKhZDRQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
100,I invested 500 million dollars in US dividend and made an annual dividend of 40 million won  I left the 500 million investment portfolio because of this  JEPI SCHD  Interview with rich stars of golden stars  Part 2,2일 전,202305,https://youtube.com/watch?v=AAaf-Xe2N-c&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
101,Convenience store ATM If you check these two things  it is free for life,2일 전,202305,https://youtube.com/watch?v=6l6W7D-8Iio&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
102,Anyang apartment sale 33 pyeong Indukwon station area unsold pre sale 100 million discount sale,2일 전,202305,https://youtube.com/watch?v=WShsUKTIAic&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
103,Sale price cut Yongdong Park connection Large yard view Good single family house Quick walk infrastructure Forest three way power house Hilltop,3일 전,202305,https://youtube.com/watch?v=l6HOJPC08CY&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
104,Fifty million XRPs have finally exploded,2일 전,202305,https://youtube.com/watch?v=pVmh6qoHPO8&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
105,Paju new construction villa sale 42 pyeong Unjeong station area apartment class extra large 3 room unsold house 10 million won just take it,3일 전,202305,https://youtube.com/watch?v=IHQ1ykQKwq8&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
106,Reveal the exact time it takes to get Ripple XRP up to 10 000 won,3일 전,202305,https://youtube.com/watch?v=_P1GuL2y9jU&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
107,Bitcoin Ripple Dojicoin Etherium June 1 Chinese government XRP transaction reopened BTC Eclipse 10 trillion giant power coin 100 bottom,2일 전,202305,https://youtube.com/watch?v=gbxDhecNJK0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
108,니다,2일 전,202305,https://youtube.com/watch?v=GxoR67F29Qs&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
109,Paju New Construction Villa Premium Interior Discount Sale Felix Terrace House in Yadang dong,2일 전,202305,https://youtube.com/watch?v=kU7LuWu6C7I&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
110,KSTADIUM BACK TO THE BASIC,2일 전,202305,https://youtube.com/watch?v=bcUF1dZWCa4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
111,Bitcoin Ripple Dodge Coin Etherium NVIDIA Jun  1000 Dollars Go XRP Sell Everything Except Bit Why Ripple Acquires 1 3 trillion Coin Exchange,3일 전,202305,https://youtube.com/watch?v=Yi3JB_APv_Y&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
112,Older credit cards still top the list  according to TOP8 Credit Card Benefits,3일 전,202305,https://youtube.com/watch?v=94OpDCst1WY&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
113,How much is the No  152 High end Luxury House,7일 전,202305,https://youtube.com/watch?v=p9hbjnIJ04I&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
114,NO128 Paju New construction Opposition station area object discount special price High quality interior and full option,8일 전,202305,https://youtube.com/watch?v=vxTwxrtP1go&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
115,NO144 Incheon New Construction Seo gu Maejeon dong Option Bread is a luxury interior,3주 전,202305,https://youtube.com/watch?v=qS-Q3rGp4ng&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
116,Steam is now steam when you need to buy Chinese coins,2주 전,202305,https://youtube.com/watch?v=amhS1jVmcvk&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
117,The safest way to gain economic freedom on the GPL bond exchange,1개월 전,202305,https://youtube.com/watch?v=AxNEI-O6o0k&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
118,NO129 Paju New construction Opposition station area room 6th floor 3rd floor 2 double decker terrace underground individual warehouse option,1개월 전,202305,https://youtube.com/watch?v=2VtetkvoB5k&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
119,NO108 Incheon new construction Sungui dong sale price 200 million middle remaining household discount,5일 전,202305,https://youtube.com/watch?v=AK9ASUW9KLM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
120,NO109 Paju New Construction Four room Yadang dong Luxury House with Marble Yard,4일 전,202305,https://youtube.com/watch?v=lQSazwu9mEM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
121,Kim Nam guk Coingate Kim Nam guk How much did he earn,9일 전,202305,https://youtube.com/watch?v=uybaXu01erk&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
122,Bucheon new apartment building 34 pyeong Yeokgok station area single house type terrace unsold housing sale last one generation sale,4주 전,202305,https://youtube.com/watch?v=63x7NXKBn6o&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
123,NO140 Paju Newly Constructed Fairy Tale Make a lot of good memories with children in this house,5일 전,202305,https://youtube.com/watch?v=V1IuMt2S9Xc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
124,A new style of 3 room new style villa that meets 200 million units of Pocheon new style villa,2주 전,202305,https://youtube.com/watch?v=efaGeypw7xk&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
125,It s not too late for you to know that you can get a refund,2주 전,202305,https://youtube.com/watch?v=OZvJJ2T8PwQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
