,WORD,PART,VIEW,U_DATE,LINK,E_DATE
49,pollut,NNP,4.5천,202305,https://youtube.com/watch?v=_5a0i3pw4t0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
50,water,NNP,4.5천,202305,https://youtube.com/watch?v=_5a0i3pw4t0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
51,relat,NNP,4.5천,202305,https://youtube.com/watch?v=_5a0i3pw4t0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
52,posit,NNP,4.5천,202305,https://youtube.com/watch?v=_5a0i3pw4t0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
53,kim,NNP,4.5천,202305,https://youtube.com/watch?v=_5a0i3pw4t0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
54,dae,NNP,4.5천,202305,https://youtube.com/watch?v=_5a0i3pw4t0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
55,ki,NNP,4.5천,202305,https://youtube.com/watch?v=_5a0i3pw4t0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
56,scientif,NNP,4.5천,202305,https://youtube.com/watch?v=_5a0i3pw4t0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
57,if,IN,4.5천,202305,https://youtube.com/watch?v=_5a0i3pw4t0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
58,safeti,NN,4.5천,202305,https://youtube.com/watch?v=_5a0i3pw4t0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
59,is,VBZ,4.5천,202305,https://youtube.com/watch?v=_5a0i3pw4t0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
60,not,RB,4.5천,202305,https://youtube.com/watch?v=_5a0i3pw4t0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
61,detect,VBN,4.5천,202305,https://youtube.com/watch?v=_5a0i3pw4t0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
62,ripplecoin,NNP,1.5만,202305,https://youtube.com/watch?v=Qmeouu8NUY8&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
63,will,MD,1.5만,202305,https://youtube.com/watch?v=Qmeouu8NUY8&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
64,increas,VB,1.5만,202305,https://youtube.com/watch?v=Qmeouu8NUY8&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
65,it,PRP$,1.5만,202305,https://youtube.com/watch?v=Qmeouu8NUY8&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
66,price,NN,1.5만,202305,https://youtube.com/watch?v=Qmeouu8NUY8&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
67,at,IN,1.5만,202305,https://youtube.com/watch?v=Qmeouu8NUY8&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
68,thi,DT,1.5만,202305,https://youtube.com/watch?v=Qmeouu8NUY8&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
69,time,NN,1.5만,202305,https://youtube.com/watch?v=Qmeouu8NUY8&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
70,a,DT,8.7천,202305,https://youtube.com/watch?v=UK_r3ezDjAg&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
71,magic,JJ,8.7천,202305,https://youtube.com/watch?v=UK_r3ezDjAg&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
72,video,NN,8.7천,202305,https://youtube.com/watch?v=UK_r3ezDjAg&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
73,that,IN,8.7천,202305,https://youtube.com/watch?v=UK_r3ezDjAg&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
74,you,PRP,8.7천,202305,https://youtube.com/watch?v=UK_r3ezDjAg&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
75,want,VBP,8.7천,202305,https://youtube.com/watch?v=UK_r3ezDjAg&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
76,to,TO,8.7천,202305,https://youtube.com/watch?v=UK_r3ezDjAg&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
77,run,VB,8.7천,202305,https://youtube.com/watch?v=UK_r3ezDjAg&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
78,when,WRB,8.7천,202305,https://youtube.com/watch?v=UK_r3ezDjAg&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
79,you,PRP,8.7천,202305,https://youtube.com/watch?v=UK_r3ezDjAg&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
80,see,VBP,8.7천,202305,https://youtube.com/watch?v=UK_r3ezDjAg&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
81,your,PRP$,8.7천,202305,https://youtube.com/watch?v=UK_r3ezDjAg&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
82,mouth,NN,8.7천,202305,https://youtube.com/watch?v=UK_r3ezDjAg&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
83,ep2,NN,8.7천,202305,https://youtube.com/watch?v=UK_r3ezDjAg&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
84,one,CD,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
85,top,NN,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
86,oversea,RB,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
87,futur,NNS,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
88,real,JJ,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
89,time,NN,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
90,may,NNP,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
91,24,CD,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
92,real,JJ,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
93,time,NN,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
94,oversea,JJ,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
95,futur,NNS,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
96,nasdaq,NNP,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
97,oil,NNP,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
98,gold,NNP,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
99,hang,NNP,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
100,seng,NNP,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
101,us,NNP,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
102,stock,NN,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
103,market,NN,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
104,declin,JJ,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
105,debt,NN,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
106,ceil,NN,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
107,negoti,NN,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
108,delay,NN,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
109,nvidia,NNP,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
110,earn,NNS,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
111,ai,NNP,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
112,relat,VBD,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
113,fed,NNP,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
114,member,NN,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
115,hawk,VBG,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
116,recess,NN,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
117,small,JJ,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
118,and,CC,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
119,medium,NN,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
120,size,JJ,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
121,bank,NNS,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
122,volatil,NN,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
123,bitcoin,VBP,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
124,mix,JJ,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
125,tax,NN,2일 전,202305,https://youtube.com/watch?v=pTgVW19YbTE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
126,prepar,NNP,2일 전,202305,https://youtube.com/watch?v=oF5oe9qOn0Y&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
127,to,TO,2일 전,202305,https://youtube.com/watch?v=oF5oe9qOn0Y&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
128,sweep,VB,2일 전,202305,https://youtube.com/watch?v=oF5oe9qOn0Y&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
129,the,DT,2일 전,202305,https://youtube.com/watch?v=oF5oe9qOn0Y&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
130,bitcoin,NNP,2일 전,202305,https://youtube.com/watch?v=oF5oe9qOn0Y&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
131,pool,NN,2일 전,202305,https://youtube.com/watch?v=oF5oe9qOn0Y&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
132,hous,NN,2일 전,202305,https://youtube.com/watch?v=oF5oe9qOn0Y&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
133,when,WRB,2일 전,202305,https://youtube.com/watch?v=oF5oe9qOn0Y&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
134,and,CC,2일 전,202305,https://youtube.com/watch?v=oF5oe9qOn0Y&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
135,whi,WRB,2일 전,202305,https://youtube.com/watch?v=oF5oe9qOn0Y&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
136,travel,VBG,1일 전,202305,https://youtube.com/watch?v=qaeuxOtTLKE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
137,around,IN,1일 전,202305,https://youtube.com/watch?v=qaeuxOtTLKE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
138,the,DT,1일 전,202305,https://youtube.com/watch?v=qaeuxOtTLKE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
139,world,NN,1일 전,202305,https://youtube.com/watch?v=qaeuxOtTLKE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
140,a,NNP,1일 전,202305,https://youtube.com/watch?v=qaeuxOtTLKE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
141,beauti,JJ,1일 전,202305,https://youtube.com/watch?v=qaeuxOtTLKE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
142,place,NN,1일 전,202305,https://youtube.com/watch?v=qaeuxOtTLKE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
143,where,WRB,1일 전,202305,https://youtube.com/watch?v=qaeuxOtTLKE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
144,the,DT,1일 전,202305,https://youtube.com/watch?v=qaeuxOtTLKE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
145,sens,NN,1일 전,202305,https://youtube.com/watch?v=qaeuxOtTLKE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
146,of,IN,1일 전,202305,https://youtube.com/watch?v=qaeuxOtTLKE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
147,turkey,NNP,1일 전,202305,https://youtube.com/watch?v=qaeuxOtTLKE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
148,is,VBZ,1일 전,202305,https://youtube.com/watch?v=qaeuxOtTLKE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
149,awaken,VBN,1일 전,202305,https://youtube.com/watch?v=qaeuxOtTLKE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
150,4,CD,1일 전,202305,https://youtube.com/watch?v=qaeuxOtTLKE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
151,the,DT,3일 전,202305,https://youtube.com/watch?v=Jm3hIHv5Twk&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
152,most,RBS,3일 전,202305,https://youtube.com/watch?v=Jm3hIHv5Twk&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
153,effici,JJ,3일 전,202305,https://youtube.com/watch?v=Jm3hIHv5Twk&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
154,way,NNP,3일 전,202305,https://youtube.com/watch?v=Jm3hIHv5Twk&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
155,to,TO,3일 전,202305,https://youtube.com/watch?v=Jm3hIHv5Twk&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
156,invest,NNP,3일 전,202305,https://youtube.com/watch?v=Jm3hIHv5Twk&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
157,in,IN,3일 전,202305,https://youtube.com/watch?v=Jm3hIHv5Twk&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
158,gold,NNP,3일 전,202305,https://youtube.com/watch?v=Jm3hIHv5Twk&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
159,translat,VBN,3일 전,202305,https://youtube.com/watch?v=Sw5eyWy2IrU&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
160,by,IN,3일 전,202305,https://youtube.com/watch?v=Sw5eyWy2IrU&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
161,dr,NNP,3일 전,202305,https://youtube.com/watch?v=Sw5eyWy2IrU&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
162,kim,NNP,3일 전,202305,https://youtube.com/watch?v=Sw5eyWy2IrU&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
163,jeong,NNP,3일 전,202305,https://youtube.com/watch?v=Sw5eyWy2IrU&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
164,min,NN,3일 전,202305,https://youtube.com/watch?v=Sw5eyWy2IrU&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
165,incheon,NNP,3일 전,202305,https://youtube.com/watch?v=GjvgZYJjkaQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
166,new,NNP,3일 전,202305,https://youtube.com/watch?v=GjvgZYJjkaQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
167,construct,NNP,3일 전,202305,https://youtube.com/watch?v=GjvgZYJjkaQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
168,villa,NNP,3일 전,202305,https://youtube.com/watch?v=GjvgZYJjkaQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
169,owner,NNP,3일 전,202305,https://youtube.com/watch?v=GjvgZYJjkaQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
170,margin,NNP,3일 전,202305,https://youtube.com/watch?v=GjvgZYJjkaQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
171,abandon,NNP,3일 전,202305,https://youtube.com/watch?v=GjvgZYJjkaQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
172,cost,NNP,3일 전,202305,https://youtube.com/watch?v=GjvgZYJjkaQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
173,sale,NNP,3일 전,202305,https://youtube.com/watch?v=GjvgZYJjkaQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
174,price,NNP,3일 전,202305,https://youtube.com/watch?v=GjvgZYJjkaQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
175,5,CD,3일 전,202305,https://youtube.com/watch?v=GjvgZYJjkaQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
176,000,CD,3일 전,202305,https://youtube.com/watch?v=GjvgZYJjkaQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
