,title,view,u_date,link,e_date
57,Local bank unrest falls for 4 days Two rises after Apple closed Ahn Seok hoon s New York stock market briefing 230505,1000,3주 전,https://youtube.com/watch?v=bO1-e-_BgIY&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
58,Shopping for winter clothes for  5 in Australia,452,3주 전,https://youtube.com/watch?v=HFRPcnuh2HA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
59,3 Ways to Get Unemployed Youth Loans Without Proof of Income Shorts,639,2주 전,https://youtube.com/shorts/KLo2IS4Txj8,20230527
60,Aim for ETFs rather than gold  which is the best shot of the year,130,2주 전,https://youtube.com/watch?v=5iI56LQy300&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
61,Shorts micropayments when you need cash or cash Credit card cash Mobilians card cash Toss deferred payment Cash information Fee Cash Resuscitation Bank,28,13일 전,https://youtube.com/shorts/KlJBtItWHGI,20230527
62,Ripple s inevitable plunge could cost banks 500 billion won in XRP dumping,58000,3주 전,https://youtube.com/watch?v=Eb0C1i5Ok68&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
63,Bitcoin Futures Cellular Market Price Fee 0022 or Specified Value 0011 Cellular Bitcoin Etherium Ripple Dodge Upbit NFT BITGET,116,3주 전,https://youtube.com/watch?v=pmEk3d_VPZQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
64,Local banks and Walt Disney pulled down the stock market alphabet Nasdaq Ahn Seok hoon s New York Stock Exchange Briefing 230512,16000,스트리밍 시간: 2주 전,https://youtube.com/watch?v=oQjPzu44POY&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
65,European Infineon also drops 7 trillion semiconductor factories US banks go bankrupt in three months,3000,3주 전,https://youtube.com/watch?v=QVdIxC3qxbw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
66,Bitcoin volatility announcement tonight at 9 o clock index and bank banking crisis and coin market connection,178,3주 전,https://youtube.com/shorts/hi2xLY1EJDE,20230527
67,0525 The US interest rate hike risk  which has been shaken by the severe research banking crisis  is shrinking  Concerns about economic downturn are widening,80,1일 전,https://youtube.com/watch?v=7d75CvzwTkQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
68,Coinbase Bitcoin News Stable Coin NFT Bitcoin ETH XRP ADA CRYPTO Blockchain 2023,15000,2주 전,https://youtube.com/watch?v=oRnczWAbmkQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
69,coin transaction fee free,215,1개월 전,https://youtube.com/shorts/LzDS8WwIirQ,20230527
70,Economic savings bank crisis caught in hand It seems to record deficit in 9 years MBC 230511 broadcast,110000,2주 전,https://youtube.com/watch?v=de2F314mHbw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
71,Tesla 550 Ahn Seok hoon s New York Stock Exchange Briefing 230506,17000,2주 전,https://youtube.com/watch?v=0BdIOqaMZyQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
72,23 Real estate ownership transfer Registration transfer of ownership due to donation Written application obligor right holder corporation general building,32,3주 전,https://youtube.com/watch?v=hp4C77H82Ik&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
73,Banking Crisis Ends Withdraws to 28K of Bitcoin,13000,스트리밍 시간: 3주 전,https://youtube.com/watch?v=vfirwBad7e0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
74,Ogi Inu Bitmart Listed Baby Dodge 0 Fee Love Hate Inu OKX Listed Chitcat Murati AI Generation Wells Review Coin News LIVE,29000,스트리밍 시간: 9일 전,https://youtube.com/watch?v=EVVz_ugA2uw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
75,How to withdraw Japanese Seven ATMs without a fee with a Travelog card,14000,13일 전,https://youtube.com/shorts/1V4X-Nl1VHA,20230527
76,Tesla 257 Amazon 398 Ahn Seok hoon s New York Stock Exchange Briefing 230429,880,3주 전,https://youtube.com/watch?v=pkrpiCRtfFw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
77,i YouTube Bank Auction,조회수 없음,7일 전,https://youtube.com/watch?v=zadOSO5MEps&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
78,Honey Tips to Save Travel Expenses,376,3주 전,https://youtube.com/shorts/gFaC_XA21WM,20230527
79,Mustang Rolex shopping for 500 million full time investors  bank accounts with Coin Danta,634,13일 전,https://youtube.com/watch?v=73Yh5tZT8zc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
80,The time has come for the U S  Coin Company Declaration to set the direction of Ethereum,170000,2주 전,https://youtube.com/watch?v=HXoji2puzd0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
81,If you do this in May  it s a tax bomb,21000,2주 전,https://youtube.com/watch?v=uOkO6P3QQ5Y&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
82,You can buy this when you are in trouble in the US and in a bank bankruptcy crisis,830000,12일 전,https://youtube.com/watch?v=yKhOZdzmU4E&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
83,The reason why the bank that came to the son asked for a modest redemption is because of his father,41000,12일 전,https://youtube.com/watch?v=brMWBD3Dhmo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
84,Even if such a safe financial sector is left for one day  the interest rate is so high that it is possible to participate in the 36th event,21000,1개월 전,https://youtube.com/watch?v=_klaCAdNVQ0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
85,Buy a cheap flight ticket,414,4주 전,https://youtube.com/shorts/RevaFc0eqKw,20230527
86,Expansion from May If you go to the bank and do this  you will be able to return more than 100 000 won,1000,1개월 전,https://youtube.com/watch?v=oxu_aHfqhSI&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
87,How to Receive 100 Refunds of Comprehensive Income Taxes Without a Third Way,750000,3주 전,https://youtube.com/watch?v=jYK-btjSrdY&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
88,Baby Dodge Foundation 10 Incineration Voting Progress Let s check the exact facts about the zero fee,46000,2주 전,https://youtube.com/watch?v=neaBnc0cE3U&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
89,Even if you care about this  30 million won is easy to go ahead,5000,10일 전,https://youtube.com/watch?v=-Z0tCN_oNN8&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
90,Why China Could Never Conquer the Korean Peninsula   Foreign Reaction,620,3주 전,https://youtube.com/watch?v=KjwinM7LwIg&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
91,Real time overseas futures on May 18 Real time overseas futures Nasdaq Oil Gold Hang Seng debt ceiling negotiations Expected US stock market surge AI related stocks recession Small and medium sized banks volatility bitcoin mixed tax,828,스트리밍 시간: 8일 전,https://youtube.com/watch?v=1e-TChjXbjk&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
92,Savings bank deposits should be subtracted  but real estate PF is not a bad thing,14000,3주 전,https://youtube.com/watch?v=oC4J54efgew&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
93,Attractive quarterly dividend KB Financial Group earnings analysis and fair value calculation 1Q2023,99,12일 전,https://youtube.com/watch?v=ViXxLf8izxc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
94,3 minute turnaround Overseas futures US option refreshed Local banking crisis Fed raises interest rate Nasdaq crude oil 230503,38,3주 전,https://youtube.com/watch?v=uOcDaGgxfF0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
95,Bank Loan 20 Words Apply for a Loan Roll Over a Loan Borrowing Cost Interest Rate Origination Fee,628,4일 전,https://youtube.com/shorts/kSYvPLOcYCE,20230527
96,Which is better  Bitcoin or gold,510000,2주 전,https://youtube.com/shorts/Lju5KPddZXU,20230527
97,Economy  Prices and Bank Concerns Decline Alphabet 081 Ahn Seok hoon s New York Stock Exchange Briefing 230513,962,13일 전,https://youtube.com/watch?v=4-NEnT9Km1I&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
98,59 Further declines expected Indicators and analyses Bank crisis continues Ethereum crisis Rikton Stein Binance,140000,2주 전,https://youtube.com/watch?v=SHk2hKZz9iw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
99,11 months after this happened  on average  there was a recession,59000,13일 전,https://youtube.com/watch?v=UhcVF1b2Lks&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
100,The reason why the savings bank fund brokerage platform is closed is because there is no one looking for,332,2주 전,https://youtube.com/watch?v=Zi_CLA5Bp10&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
