,WORD,VIEW,U_DATE,LINK,E_DATE
43,now,22000,202305,https://youtube.com/watch?v=DvkKea1sAME&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
44,2023,22000,202305,https://youtube.com/watch?v=DvkKea1sAME&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
45,latest,22000,202305,https://youtube.com/watch?v=DvkKea1sAME&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
46,version,22000,202305,https://youtube.com/watch?v=DvkKea1sAME&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
47,8,22000,202305,https://youtube.com/watch?v=DvkKea1sAME&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
48,minut,22000,202305,https://youtube.com/watch?v=DvkKea1sAME&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
49,arrang,22000,202305,https://youtube.com/watch?v=DvkKea1sAME&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
50,insur,22000,202305,https://youtube.com/watch?v=DvkKea1sAME&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
51,pension,22000,202305,https://youtube.com/watch?v=DvkKea1sAME&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
52,benefit,22000,202305,https://youtube.com/watch?v=DvkKea1sAME&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
53,etc,22000,202305,https://youtube.com/watch?v=DvkKea1sAME&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
54,22,14000,202305,https://youtube.com/watch?v=_XuWgmvUx9s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
55,year,14000,202305,https://youtube.com/watch?v=_XuWgmvUx9s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
56,old,14000,202305,https://youtube.com/watch?v=_XuWgmvUx9s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
57,consum,14000,202305,https://youtube.com/watch?v=_XuWgmvUx9s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
58,complaint,14000,202305,https://youtube.com/watch?v=_XuWgmvUx9s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
59,bank,14000,202305,https://youtube.com/watch?v=_XuWgmvUx9s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
60,my,160000,202305,https://youtube.com/watch?v=Xl4AcHeVd_Q&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
61,child,160000,202305,https://youtube.com/watch?v=Xl4AcHeVd_Q&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
62,s,160000,202305,https://youtube.com/watch?v=Xl4AcHeVd_Q&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
63,rich,160000,202305,https://youtube.com/watch?v=Xl4AcHeVd_Q&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
64,make,160000,202305,https://youtube.com/watch?v=Xl4AcHeVd_Q&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
65,project,160000,202305,https://youtube.com/watch?v=Xl4AcHeVd_Q&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
66,shinhan,160000,202305,https://youtube.com/watch?v=Xl4AcHeVd_Q&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
67,my,160000,202305,https://youtube.com/watch?v=Xl4AcHeVd_Q&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
68,junior,160000,202305,https://youtube.com/watch?v=Xl4AcHeVd_Q&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
69,passbook,160000,202305,https://youtube.com/watch?v=Xl4AcHeVd_Q&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
70,slite,160000,202305,https://youtube.com/watch?v=Xl4AcHeVd_Q&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
71,if,160000,202305,https://youtube.com/watch?v=Xl4AcHeVd_Q&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
72,you,160000,202305,https://youtube.com/watch?v=Xl4AcHeVd_Q&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
73,trade,160000,202305,https://youtube.com/watch?v=Xl4AcHeVd_Q&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
74,domest,160000,202305,https://youtube.com/watch?v=Xl4AcHeVd_Q&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
75,stock,160000,202305,https://youtube.com/watch?v=Xl4AcHeVd_Q&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
76,googl,690000,202305,https://youtube.com/shorts/3BIY24gWNoQ,202305
77,youtub,690000,202305,https://youtube.com/shorts/3BIY24gWNoQ,202305
78,and,690000,202305,https://youtube.com/shorts/3BIY24gWNoQ,202305
79,other,690000,202305,https://youtube.com/shorts/3BIY24gWNoQ,202305
80,profit,690000,202305,https://youtube.com/shorts/3BIY24gWNoQ,202305
81,what,690000,202305,https://youtube.com/shorts/3BIY24gWNoQ,202305
82,kind,690000,202305,https://youtube.com/shorts/3BIY24gWNoQ,202305
83,of,690000,202305,https://youtube.com/shorts/3BIY24gWNoQ,202305
84,bank,690000,202305,https://youtube.com/shorts/3BIY24gWNoQ,202305
85,should,690000,202305,https://youtube.com/shorts/3BIY24gWNoQ,202305
86,you,690000,202305,https://youtube.com/shorts/3BIY24gWNoQ,202305
87,get,690000,202305,https://youtube.com/shorts/3BIY24gWNoQ,202305
88,the,690000,202305,https://youtube.com/shorts/3BIY24gWNoQ,202305
89,most,690000,202305,https://youtube.com/shorts/3BIY24gWNoQ,202305
90,benefit,690000,202305,https://youtube.com/shorts/3BIY24gWNoQ,202305
91,focu,690000,202305,https://youtube.com/shorts/3BIY24gWNoQ,202305
92,short,690000,202305,https://youtube.com/shorts/3BIY24gWNoQ,202305
93,you,3200,202305,https://youtube.com/watch?v=6yBZQ6R964I&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
94,re,3200,202305,https://youtube.com/watch?v=6yBZQ6R964I&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
95,gon,3200,202305,https://youtube.com/watch?v=6yBZQ6R964I&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
96,na,3200,202305,https://youtube.com/watch?v=6yBZQ6R964I&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
97,find,3200,202305,https://youtube.com/watch?v=6yBZQ6R964I&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
98,a,3200,202305,https://youtube.com/watch?v=6yBZQ6R964I&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
99,dirt,3200,202305,https://youtube.com/watch?v=6yBZQ6R964I&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
100,road,3200,202305,https://youtube.com/watch?v=6yBZQ6R964I&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
101,and,3200,202305,https://youtube.com/watch?v=6yBZQ6R964I&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
102,go,3200,202305,https://youtube.com/watch?v=6yBZQ6R964I&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
103,for,3200,202305,https://youtube.com/watch?v=6yBZQ6R964I&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
104,a,3200,202305,https://youtube.com/watch?v=6yBZQ6R964I&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
105,run,3200,202305,https://youtube.com/watch?v=6yBZQ6R964I&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
106,how,2400,202305,https://youtube.com/shorts/AvwRWA0WC1U,202305
107,much,2400,202305,https://youtube.com/shorts/AvwRWA0WC1U,202305
108,would,2400,202305,https://youtube.com/shorts/AvwRWA0WC1U,202305
109,you,2400,202305,https://youtube.com/shorts/AvwRWA0WC1U,202305
110,get,2400,202305,https://youtube.com/shorts/AvwRWA0WC1U,202305
111,if,2400,202305,https://youtube.com/shorts/AvwRWA0WC1U,202305
112,you,2400,202305,https://youtube.com/shorts/AvwRWA0WC1U,202305
113,exchang,2400,202305,https://youtube.com/shorts/AvwRWA0WC1U,202305
114,100,2400,202305,https://youtube.com/shorts/AvwRWA0WC1U,202305
115,000,2400,202305,https://youtube.com/shorts/AvwRWA0WC1U,202305
116,won,2400,202305,https://youtube.com/shorts/AvwRWA0WC1U,202305
117,for,2400,202305,https://youtube.com/shorts/AvwRWA0WC1U,202305
118,50,2400,202305,https://youtube.com/shorts/AvwRWA0WC1U,202305
119,000,2400,202305,https://youtube.com/shorts/AvwRWA0WC1U,202305
120,won,2400,202305,https://youtube.com/shorts/AvwRWA0WC1U,202305
121,at,2400,202305,https://youtube.com/shorts/AvwRWA0WC1U,202305
122,shinhan,2400,202305,https://youtube.com/shorts/AvwRWA0WC1U,202305
123,bank,2400,202305,https://youtube.com/shorts/AvwRWA0WC1U,202305
124,in,2400,202305,https://youtube.com/shorts/AvwRWA0WC1U,202305
125,vietnam,2400,202305,https://youtube.com/shorts/AvwRWA0WC1U,202305
126,i,60000,202305,https://youtube.com/shorts/WqKb9eGs9HI,202305
127,don,60000,202305,https://youtube.com/shorts/WqKb9eGs9HI,202305
128,t,60000,202305,https://youtube.com/shorts/WqKb9eGs9HI,202305
129,have,60000,202305,https://youtube.com/shorts/WqKb9eGs9HI,202305
130,50,60000,202305,https://youtube.com/shorts/WqKb9eGs9HI,202305
131,million,60000,202305,https://youtube.com/shorts/WqKb9eGs9HI,202305
132,so,60000,202305,https://youtube.com/shorts/WqKb9eGs9HI,202305
133,i,60000,202305,https://youtube.com/shorts/WqKb9eGs9HI,202305
134,took,60000,202305,https://youtube.com/shorts/WqKb9eGs9HI,202305
135,it,60000,202305,https://youtube.com/shorts/WqKb9eGs9HI,202305
136,to,60000,202305,https://youtube.com/shorts/WqKb9eGs9HI,202305
137,a,60000,202305,https://youtube.com/shorts/WqKb9eGs9HI,202305
138,bank,60000,202305,https://youtube.com/shorts/WqKb9eGs9HI,202305
139,account,60000,202305,https://youtube.com/shorts/WqKb9eGs9HI,202305
140,even,100000,202305,https://youtube.com/watch?v=l_1oVfv-FxM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
141,if,100000,202305,https://youtube.com/watch?v=l_1oVfv-FxM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
142,you,100000,202305,https://youtube.com/watch?v=l_1oVfv-FxM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
143,onli,100000,202305,https://youtube.com/watch?v=l_1oVfv-FxM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
144,get,100000,202305,https://youtube.com/watch?v=l_1oVfv-FxM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
145,paid,100000,202305,https://youtube.com/watch?v=l_1oVfv-FxM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
146,for,100000,202305,https://youtube.com/watch?v=l_1oVfv-FxM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
147,the,100000,202305,https://youtube.com/watch?v=l_1oVfv-FxM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
148,salari,100000,202305,https://youtube.com/watch?v=l_1oVfv-FxM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
149,club,100000,202305,https://youtube.com/watch?v=l_1oVfv-FxM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
150,you,100000,202305,https://youtube.com/watch?v=l_1oVfv-FxM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
151,can,100000,202305,https://youtube.com/watch?v=l_1oVfv-FxM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
152,get,100000,202305,https://youtube.com/watch?v=l_1oVfv-FxM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
153,a,100000,202305,https://youtube.com/watch?v=l_1oVfv-FxM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
154,lot,100000,202305,https://youtube.com/watch?v=l_1oVfv-FxM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
155,of,100000,202305,https://youtube.com/watch?v=l_1oVfv-FxM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
156,prize,100000,202305,https://youtube.com/watch?v=l_1oVfv-FxM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
157,the,1400,202305,https://youtube.com/watch?v=SSlGdCKohA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
158,loan,1400,202305,https://youtube.com/watch?v=SSlGdCKohA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
159,of,1400,202305,https://youtube.com/watch?v=SSlGdCKohA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
160,37,1400,202305,https://youtube.com/watch?v=SSlGdCKohA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
161,trillion,1400,202305,https://youtube.com/watch?v=SSlGdCKohA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
162,won,1400,202305,https://youtube.com/watch?v=SSlGdCKohA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
163,which,1400,202305,https://youtube.com/watch?v=SSlGdCKohA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
164,wa,1400,202305,https://youtube.com/watch?v=SSlGdCKohA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
165,delay,1400,202305,https://youtube.com/watch?v=SSlGdCKohA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
166,due,1400,202305,https://youtube.com/watch?v=SSlGdCKohA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
167,to,1400,202305,https://youtube.com/watch?v=SSlGdCKohA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
168,the,1400,202305,https://youtube.com/watch?v=SSlGdCKohA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
169,5,1400,202305,https://youtube.com/watch?v=SSlGdCKohA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
170,major,1400,202305,https://youtube.com/watch?v=SSlGdCKohA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
171,bank,1400,202305,https://youtube.com/watch?v=SSlGdCKohA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
172,corona,1400,202305,https://youtube.com/watch?v=SSlGdCKohA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
173,yonhap,1400,202305,https://youtube.com/watch?v=SSlGdCKohA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
174,new,1400,202305,https://youtube.com/watch?v=SSlGdCKohA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
175,tv,1400,202305,https://youtube.com/watch?v=SSlGdCKohA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
176,yonhapnewstv,1400,202305,https://youtube.com/watch?v=SSlGdCKohA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
177,when,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
178,the,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
179,middl,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
180,plate,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
181,and,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
182,the,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
183,pin,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
184,tech,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
185,compani,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
186,are,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
187,unit,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
188,you,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
189,make,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
190,money,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
191,becaus,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
192,the,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
193,end,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
194,of,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
195,the,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
196,trade,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
197,remitt,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
198,come,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
199,out,350000,202305,https://youtube.com/watch?v=eiohWg0QMig&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
200,jeonbuk,30000,202305,https://youtube.com/watch?v=L5IMj_RO7E0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
201,bank,30000,202305,https://youtube.com/watch?v=L5IMj_RO7E0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
202,non,30000,202305,https://youtube.com/watch?v=L5IMj_RO7E0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
203,face,30000,202305,https://youtube.com/watch?v=L5IMj_RO7E0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
204,to,30000,202305,https://youtube.com/watch?v=L5IMj_RO7E0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
205,face,30000,202305,https://youtube.com/watch?v=L5IMj_RO7E0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
206,transact,30000,202305,https://youtube.com/watch?v=L5IMj_RO7E0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
207,transfer,30000,202305,https://youtube.com/watch?v=L5IMj_RO7E0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
208,fee,30000,202305,https://youtube.com/watch?v=L5IMj_RO7E0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
209,exempt,30000,202305,https://youtube.com/watch?v=L5IMj_RO7E0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
210,how,34000,202305,https://youtube.com/watch?v=WeazPXoLMc0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
211,to,34000,202305,https://youtube.com/watch?v=WeazPXoLMc0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
212,get,34000,202305,https://youtube.com/watch?v=WeazPXoLMc0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
213,a,34000,202305,https://youtube.com/watch?v=WeazPXoLMc0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
214,preferenti,34000,202305,https://youtube.com/watch?v=WeazPXoLMc0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
215,exempt,34000,202305,https://youtube.com/watch?v=WeazPXoLMc0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
216,from,34000,202305,https://youtube.com/watch?v=WeazPXoLMc0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
217,bank,34000,202305,https://youtube.com/watch?v=WeazPXoLMc0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
218,transact,34000,202305,https://youtube.com/watch?v=WeazPXoLMc0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
219,fee,34000,202305,https://youtube.com/watch?v=WeazPXoLMc0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
